Format:             MT2DData_1.0
#Description:      Data file generated by MATLAB at 29-Sep-2022 23:37:27
#Comments:         COPROD2 field data
Receiver Location (m):    20
#     Y     Z
        0.00         0.00
    12600.00         0.00
    20500.00         0.00
    28900.00         0.00
    39100.00         0.00
    48600.00         0.00
    57800.00         0.00
    67700.00         0.00
    78500.00         0.00
    87600.00         0.00
    98900.00         0.00
   107600.00         0.00
   118400.00         0.00
   136300.00         0.00
   155300.00         0.00
   168000.00         0.00
   177700.00         0.00
   193000.00         0.00
   209700.00         0.00
   230800.00         0.00
Frequencies (Hz):    12
    1.09866e-03
    2.92997e-03
    8.78735e-03
    2.34357e-02
    7.03235e-02
    1.87512e-01
    5.62430e-01
    1.49992e+00
    4.50045e+00
    1.20005e+01
    3.59971e+01
    9.59693e+01
DataType:  Impedance
DataComp:     2
ZXY
ZYX
Data Block:     470
# FreqNo.  RxNo.   DataType    RealValue     ImagValue      Error
   11      8        1    2.451093e-02    3.324582e-02    1.032615e-03
   11      8        2   -2.591526e-02   -3.827668e-02    1.155613e-03
   11      9        1    2.551932e-02    3.590917e-02    1.225984e-03
   11      9        2   -2.340776e-02   -3.496611e-02    1.051948e-03
   11     10        1    2.953053e-02    4.876069e-02    1.425144e-03
   11     10        2   -2.756791e-02   -4.498673e-02    1.319042e-03
   11     11        1    3.521482e-02    4.589285e-02    1.823354e-03
   11     11        2   -3.105513e-02   -3.753920e-02    1.626075e-03
   11     12        1    2.602456e-02    4.435779e-02    1.285713e-03
   11     12        2   -2.891190e-02   -3.907220e-02    1.215148e-03
   11     13        1    2.788803e-02    4.463018e-02    1.466768e-03
   11     13        2   -2.752755e-02   -4.304363e-02    1.277331e-03
   11     14        1    2.871869e-02    4.439234e-02    1.321799e-03
   11     14        2   -3.738702e-02   -3.995264e-02    1.367937e-03
   11     15        1    2.964544e-02    4.329608e-02    1.426261e-03
   11     15        2   -2.577221e-02   -3.792266e-02    1.209535e-03
   11     16        1    3.293565e-02    4.634496e-02    1.421402e-03
   11     16        2   -3.071810e-02   -4.766516e-02    1.417650e-03
   11     17        1    4.199849e-02    4.303745e-02    1.503349e-03
   11     17        2   -3.402413e-02   -3.726119e-02    1.261457e-03
   11     18        1    3.266721e-02    4.788834e-02    1.449233e-03
   11     18        2   -2.705501e-02   -4.484960e-02    1.309451e-03
   11     19        1    2.591241e-02    4.329648e-02    2.605133e-03
   11     19        2   -2.185398e-02   -3.483823e-02    2.179371e-03
   11     20        1    2.327190e-02    3.753373e-02    1.104073e-03
   11     20        2   -2.413206e-02   -3.846981e-02    1.135309e-03
   12      1        1    5.063720e-02    6.969613e-02    2.153729e-03
   12      1        2   -4.914342e-02   -7.895220e-02    2.324936e-03
   12      2        1    5.984280e-02    7.389970e-02    2.377279e-03
   12      2        2   -5.895214e-02   -6.104672e-02    3.966663e-03
   12      3        1    5.129495e-02    7.868631e-02    2.348232e-03
   12      3        2   -5.627043e-02   -7.254339e-02    3.372735e-03
   12      4        1    5.571307e-02    7.054499e-02    2.247296e-03
   12      4        2   -5.604451e-02   -8.033791e-02    2.448873e-03
   12      5        1    5.779121e-02    7.010634e-02    2.271388e-03
   12      5        2   -6.229363e-02   -7.115744e-02    5.951626e-03
   12      6        1    6.357383e-02    7.794922e-02    2.514671e-03
   12      6        2   -6.155970e-02   -9.265481e-02    4.535811e-03
   12      7        1    4.734113e-02    6.282381e-02    2.194568e-03
   12      7        2   -5.811971e-02   -6.276357e-02    8.869057e-03
   12      8        1    4.290751e-02    5.993258e-02    1.842717e-03
   12      8        2   -4.791303e-02   -7.434644e-02    2.834888e-03
   12      9        1    4.629343e-02    6.279087e-02    2.034274e-03
   12      9        2   -4.650087e-02   -6.765917e-02    5.577598e-03
   12     10        1    6.354227e-02    1.024832e-01    3.014593e-03
   12     10        2   -6.579472e-02   -8.859268e-02    1.017442e-02
   12     11        1    4.682259e-02    8.142697e-02    5.657879e-03
   12     11        2   -4.467295e-02   -7.583962e-02    1.696956e-02
   12     12        1    5.528613e-02    8.986634e-02    2.689409e-03
   12     12        2   -6.607294e-02   -8.961916e-02    8.265645e-03
   12     13        1    5.737354e-02    8.316770e-02    2.525939e-03
   12     13        2   -5.781954e-02   -8.166146e-02    8.033224e-03
   12     14        1    6.870196e-02    6.121121e-02    1.017223e-02
   12     14        2   -7.385873e-02   -8.864799e-02    6.403928e-03
   12     15        1    5.674790e-02    6.884072e-02    9.262997e-03
   12     15        2   -4.181655e-02   -6.439183e-02    1.399089e-02
   12     16        1    5.714098e-02    7.922793e-02    3.865659e-03
   12     16        2   -6.155803e-02   -7.936014e-02    1.919400e-02
   12     17        1    5.432580e-02    7.235518e-02    3.549837e-03
   12     17        2   -5.496359e-02   -6.040420e-02    1.703844e-02
   12     18        1    5.888307e-02    8.164339e-02    3.342972e-03
   12     18        2   -5.143789e-02   -7.158342e-02    1.318502e-02
